timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-27T16:33:41,pynapple,f227eb4b-7578-4774-acda-33420cb8541f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.5607774999953108,3.7149808710446553e-07,2.380211702856952e-07,2.8326347308,0.0,10.0,8.34007686671036e-07,0.0,2.9433755555348602e-06,3.7773832422058964e-06,0.0,Brazil,BRA,ceará,,,Windows-11-10.0.26200-SP0,3.13.5,3.2.8,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,1,1 x NVIDIA GeForce MX330,-38.5287,-3.717,7.729286193847656,machine,0,0,0,0,N,1.0,0.0
